question,answer_llm,answer_orig,document
"Can I use tiktoken or cl100k_base to estimate tokens for Gemini, Mistral, Hugging Face, or Groq in the homework?","No. For the homework, you should get token counts from the model response object or the provider’s native tokenizer if usage isn’t exposed. The context specifically says **not to use `tiktoken` or `cl100k_base` as a generic tokenizer** for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model. If you want, I can also tell you what field to look for in common OpenAI-compatible responses.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
Where do I find the input token count in an OpenAI-style response object?,"In an OpenAI-style response object, look in the `usage` field.

Common names are:

- `response.usage.input_tokens`
- `response.usage.prompt_tokens`

Which one you use depends on the API style.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
What should I do if my model provider doesn't return token usage in the response?,"If your model provider doesn’t expose token usage in the response, use that provider’s **native tokenizer as an approximation**.

Also, **don’t use `tiktoken` or `cl100k_base` as a generic tokenizer** for other providers like Gemini, Mistral, Hugging Face, or Groq, because tokenization differs by model.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"For the multiple-choice questions, what should I pick if my token count is only an approximation?","If your token count is only an approximation, **choose the closest option** for the multiple-choice homework questions.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"Why does my homework repo link get rejected with a 500 or other non-200 error, and what should I check first?","A non-200 error usually means the repo link is not publicly reachable as-is.

Check these first:

- Make sure the repo is **public**
- Remove the trailing **`.git`** from the URL
- Double-check for a **typo** in the link

A good quick test is to open the URL in a **private/incognito browser window**. If it loads there, it should work for the checker too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
Do I need to make my GitHub repo public for the submission checker to access it?,"Yes — the repo needs to be publicly accessible so the submission checker can fetch it and get an HTTP 200 response. If it’s private, the checker won’t be able to access it.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"Should I submit the GitHub URL with .git at the end, or just the normal repo link?","Submit the plain repository URL, not the `.git` URL.

Example: `https://github.com/you/repo`  
Not: `https://github.com/you/repo.git`","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
How can I quickly verify that the repo URL is reachable before I submit my homework?,"Open the repo URL in a private/incognito browser window. If it loads there, it should be reachable by the submission checker too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
What are the most common reasons the checker can’t open my homework repository URL?,"The most common reasons are:

- **The repository is private** — make it public so the checker can access it.
- **You included `.git` in the URL** — use the plain repo URL, like `https://github.com/you/repo`.
- **There’s a typo in the URL** — paste the exact link.

A good quick test is to open the URL in an incognito/private browser window. If it works there, it should work for the checker too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"What exactly are embeddings in vector search, and why do we convert text or other non-numeric data into numbers?","Embeddings are a way of converting text or other non-numeric data into numbers while preserving meaning and context.

Why do this?

- Computers are good at math, so once data is in numeric form, we can compare it mathematically.
- If two pieces of text are similar in meaning, their embeddings should be close to each other in vector space.
- That proximity lets us use semantic similarity methods for vector search.

So in short: we convert text into numbers so the search system can measure how semantically similar two items are, not just whether they share exact words.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How do embeddings keep the meaning and context of the original data when they turn it into numerical values?,"Embeddings preserve meaning and context by mapping similar pieces of non-numerical data to similar vectors in numerical space. So if two texts are semantically close, their embeddings will also be close together mathematically. This proximity lets algorithms measure semantic similarity instead of just exact word matches.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
Why should similar inputs produce similar vectors in an embedding model?,"Because embedding models are designed to preserve semantic similarity: if two inputs are similar in meaning or context, their vectors should be close together in the vector space. That makes mathematical similarity methods, like cosine similarity, useful for comparing them.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How does the distance between embedding values help with semantic similarity search?,"The closer two embedding vectors are in distance, the more semantically similar the texts are expected to be.

In semantic similarity search, embeddings place related words, sentences, or documents near each other in vector space. So:

- small distance / high similarity → likely related meaning
- large distance / low similarity → likely different meaning

This is the basis for retrieving items whose embeddings are closest to the query embedding.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"What is the connection between embeddings, the vector space model, and dimensionality reduction?","Embeddings are a way of turning data into vectors of numbers while preserving meaning. That connects to the **vector space model**, where documents or words are represented as vectors so that similarity can be measured mathematically.

**Dimensionality reduction** is often part of this process because embeddings usually compress high-dimensional data into a lower-dimensional vector space while keeping the important semantic information.

So the connection is:

- **Vector space model**: the general idea of representing data as vectors.
- **Embeddings**: a practical way to create those vectors from non-numerical data.
- **Dimensionality reduction**: often the method used to make those vectors smaller and more useful while preserving meaning.

","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"How do I get rid of the warning about model ""multi-qa-mpnet-base-dot-v1"" being made on sentence transformers v3.0.0 bet?","Upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"Is there a way to suppress the ""model was made on sentence transformers v3.0.0"" warning in Module 2 vector search?","Yes. Upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```

That should suppress the warning.","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What should I upgrade if I keep seeing the multi-qa-mpnet-base-dot-v1 warning about sentence-transformers version?,"Upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"Why am I getting a warning that this model was made on sentence-transformers v3.0.0, and how can I stop it?","You’re getting that warning because the model was created with **sentence-transformers v3.0.0**, and your installed version is older.

To stop the warning, upgrade `sentence-transformers` to **3.0.0 or higher**:

```bash
pip install sentence-transformers>=3.0.0
```

If you want, I can also help you check your current installed version.","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What pip install command should I use to fix the sentence-transformers warning in llm-zoomcamp?,"Use:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Why did the lesson just use dot product for cosine similarity instead of normalizing first?,"Because in the lesson the embeddings were assumed to already be normalized to unit length. In that case, cosine similarity is exactly the same as the dot product, so there was no need to normalize first.

In the homework, the embeddings are not guaranteed to be normalized, so you need to normalize them yourself before using dot product as cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Are the embeddings from the model already unit length, so dot product works as cosine similarity?","Yes. In the context of the lesson/homework, the model’s embeddings are already normalized to unit length, so using the dot product gives cosine similarity directly.

If you use other embeddings that are not normalized, you would need to normalize them first.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
Why does the homework say to normalize vectors when the lecture didn’t need that step?,"Because the lesson and the homework use different kinds of embeddings.

- In the lecture, `.dot(...)` worked directly because the model’s embeddings were already normalized to unit length, so dot product = cosine similarity.
- In the homework, the embeddings are not normalized by default, so you need to normalize them first if you want the dot product to represent cosine similarity.

So the normalization step is there to make the homework computation match cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"With TF-IDF plus SVD, is dot product still the same as cosine similarity or not?","With TF-IDF + SVD, **not necessarily**.

The context says that in the homework, classic embeddings like **TF-IDF + SVD are not normalized by default**, so the **dot product does not equal cosine similarity unless you manually normalize the vectors**.

So:

- **If vectors are normalized to unit length**: dot product = cosine similarity
- **If they are not normalized**: dot product ≠ cosine similarity

","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
When do I need to normalize embeddings before using .dot(...) to compare similarity?,"You need to normalize embeddings before using `.dot(...)` when the vectors are **not already unit-length normalized**.

- If the embeddings are already normalized, then `.dot(...)` is equivalent to cosine similarity.
- If they are not normalized, you should normalize them first; otherwise, the dot product will not correctly represent similarity.

In the lesson, `.dot(...)` was used directly because the model’s embeddings were assumed to already be normalized. In the homework, classic embeddings like TF-IDF + SVD are not normalized by default, so normalization is needed.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Should I store embeddings for just the answer text, just the question, or both together for vector search?","There’s no single right answer — it’s something to experiment with on your dataset.

The course suggests three options:
- **Answer text only**
- **Question only**
- **Question + answer text together**

Often, **question + answer text** works best, but it’s longer and slightly more expensive. The best choice is whichever gives you the best **hit rate / MRR** on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"In the course, which embedding setup usually gives the best retrieval results: question only, answer only, or question plus answer?","The course says **`question + answer` usually gives the best retrieval results**.  

But it also notes that there’s **no single right answer** — the best setup depends on your dataset, so you should verify it with hit rate or MRR on a ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
Why would embedding only the answer still work for matching user queries in vector search?,"Because the embedding model captures **semantic similarity**, not just exact wording. So even if you embed only the answer text, a user’s question can still land near the right answer in vector space if they’re asking about the same meaning.

For example, a query like “How do I reset my password?” may be close to an answer that says “To reset your password, go to settings…” even without embedding the question itself.

","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Is there a big advantage to combining the question and text into one embedding, and what’s the tradeoff?","Yes — combining `question + text` is often the best option, but the advantage is usually incremental, not huge.

**Tradeoff:**
- **Pros:** It can improve hit rate / MRR because the embedding has more context.
- **Cons:** The input is longer, so it costs a bit more to embed and takes more space/compute.

The course recommends **testing it on your own ground-truth set** and choosing whichever gives the best hit rate / MRR.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"How do I decide which embedding choice is best for my dataset: embed the question, the answer, or question + text?","There’s no single right choice — you should treat it as an experiment on your dataset.

The course suggests trying these three options:

- **Embed the answer (`text`) only** — works because the model learns semantic similarity between questions and their answers.
- **Embed the question only** — works because user queries often look like the indexed questions.
- **Embed `question + "" "" + text`** — often performs best, but it’s longer and slightly more expensive.

**How to decide:** build a small ground-truth set and compare retrieval quality using metrics like **hit rate** or **MRR**. Pick whichever performs best on your data.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
What does cosine similarity actually measure between two vectors?,"Cosine similarity measures the **angle/alignment** between two vectors, not their length.

- If the vectors point in the same direction, similarity is **1**
- If they are orthogonal, similarity is **0**
- If they point in opposite directions, similarity is **-1**

So it tells you **how similar the direction of two vectors is**.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
How is cosine similarity used when comparing documents or text data?,"Cosine similarity is used to compare how similar two documents are by measuring the angle between their vector representations. In text data, those vectors are usually based on word counts, TF-IDF, or embeddings.

- A higher cosine similarity means the documents are more similar in content.
- A value of 1 means the vectors are identical in direction.
- A value of 0 means they are unrelated.
- It’s useful because it focuses on orientation rather than document length.

In practice, if the vectors are normalized to unit length, cosine similarity can be computed with a simple dot product.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why does cosine similarity depend on the angle between vectors instead of their length?,"Cosine similarity depends on the **angle** because it measures how **aligned** two vectors are, not how large they are.

If vectors are normalized to unit length, their lengths no longer matter, so cosine similarity is just the **dot product**, which reflects the angle between them.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What do the values -1, 0, and 1 mean in cosine similarity?","In cosine similarity:

- **1** means the vectors are **identical / perfectly aligned**
- **0** means the vectors are **orthogonal**, so they have **no similarity**
- **-1** means the vectors are **completely opposite**","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Can cosine similarity work with word counts or TF-IDF vectors?,Yes. Cosine similarity can be used with both word count vectors and TF-IDF vectors.,"Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why does cosine similarity turn into a matrix multiplication once the embeddings are normalized?,"Because once the embeddings are normalized to unit length, their magnitudes are always 1, so cosine similarity becomes just the dot product.

That means for a query vector against many document embeddings, you can compute all similarities at once as a matrix multiplication: each row dot the query vector, which is exactly cosine similarity for normalized vectors.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"If all vectors are unit length, why is dot product enough to compare the query with each document?","If all vectors are unit length, then the dot product equals cosine similarity.

That’s because cosine similarity is:

\[
\cos(\theta) = \frac{x \cdot y}{\|x\|\|y\|}
\]

If both vectors are normalized, then \(\|x\| = \|y\| = 1\), so:

\[
\cos(\theta) = x \cdot y
\]

So the dot product is enough to compare the query with each document, because it directly gives the similarity score when vectors are unit length.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
What changes in vector search when we normalize embeddings before computing cosine similarity?,"If you normalize embeddings before computing cosine similarity, the **magnitude of the vectors no longer matters**. Then cosine similarity becomes just the **dot product** between the normalized vectors, so vector search can be done efficiently with **matrix multiplication**.

If the embeddings are **not normalized**, then a plain dot product is **not** cosine similarity, and you need to normalize them first.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
How can matrix multiplication be used to get cosine similarity scores for all documents at once?,"If all document embeddings are normalized to unit length, cosine similarity becomes just the dot product with the query vector. Then you can compute scores for all documents at once with matrix multiplication:

- Put all document embeddings into a matrix `X`
- Put the query embedding into a vector `v_query`
- Compute `scores = X.dot(v_query)`

Each row of `X` is one document, so this gives one cosine similarity score per document in a single operation.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why do we need normalization for cosine similarity to work like a simple dot product?,"We need normalization because cosine similarity depends on vector **direction**, not length.

If vectors are **unit-normalized**, then:

- cosine similarity = dot product

So the dot product can be used as a simple, fast way to compute cosine similarity.

If vectors are **not normalized**, the dot product also reflects their magnitudes, so it is **not** cosine similarity anymore. In that case, you must normalize first to make the dot product equivalent to cosine similarity.

","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"For Module 2, do I have to make a brand-new GitHub repo, or can I just spin up another codespace from the same one?","Just a new **codespace** — you do **not** need a brand-new GitHub repo.

Module 2 recommends using a separate codespace because the vector-search dependencies are heavier, and you can delete it later without affecting your Module 1 setup. Be sure to commit your work to the repo, since uncommitted changes can be lost if you delete/recreate the codespace.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does the course suggest using a separate codespace for the vector search module instead of keeping everything in my old environment?,"The course suggests a separate codespace because the vector-search dependencies are fairly heavy. Isolating them keeps your Module 1 environment clean, and you can just stop or delete that Module 2 codespace when you’re done instead of carrying the extra setup forward.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"If I set up Module 2 in Codespaces and later delete that workspace, will my code still be safe if I committed it?","Yes — if you committed and pushed your code to the GitHub repository, it will still be safe even if you later delete the Module 2 Codespace.

Only uncommitted changes would be lost when the codespace is deleted or recreated.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"Is the heavy setup for vector search only a codespace thing, or is it better to isolate Module 2 even if I'm running locally?","It’s not only a Codespaces thing. The context says the vector-search dependencies are fairly heavy, so it’s better to keep Module 2 isolated even if you run locally.

If you’re local, you can still isolate it by using a separate environment/setup for Module 2 so it doesn’t add weight to your Module 1 environment.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
What’s the quickest way to start Module 2 without messing up my Module 1 setup?,"Use a **separate new Codespace for Module 2** in the **same GitHub repo**.

That’s the quickest way to avoid affecting your Module 1 setup, and it keeps the heavy vector-search dependencies isolated. You can stop or delete the Module 2 Codespace later, while leaving Module 1 intact.

Also, **commit your work first** so nothing important is lost when you switch environments.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does download.py seem stuck at 0% when it tries to get model.onnx from HuggingFace?,"It’s usually because the connection to HuggingFace’s CDN is slow or blocked.

Fix: download the file directly in your browser here:
https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

`download.py` checks whether the file already exists locally, so once it’s there it will skip the download.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
